Entry,Spoken,IPA,Written,Script (Text),Script (Image),Mandarin,English
238,bazar,bazar,basar,ᠪᠠᠰᠠᡵ,238,集市,bazaar
239,becem,bɯʈʂɯm,bucembi,ᠪᡠᠴᡝᠮᠪᡳ,239,死,to die
240,becevem,bɯʈʂɯvɯm,bucebumbi,ᠪᡠᠴᡝᠪᡠᠮᠪᡳ,240,使死,causative form of becem (= bucembi)
241,beda,bɯda,buda,ᠪᡠᡩᠠ,241,饭,"meal, food, cooked rice"
242,beda byaer nan,bɯda bʲaɯr nan,buda baire nane,ᠪᡠᡩᠠ ᠪᠠᡳᡵᡝ ᠨᠠᠨᡝ,242,讨饭人,beggar (for food)
243,bederem,bɯdɯrɯm,bederembi,ᠪᡝᡩᡝᡵᡝᠮᠪᡳ,243,回,"to return, to turn back"
244,bedyusykun,bɯdʲysʲkun,bethe nixuhun,ᠪᡝᡨᡥᡝ ᠨᡳᡧᡠᡥᡠᠨ,244,光脚,bare feet
245,bei,bɯj,beye,ᠪᡝᠶᡝ,245,身体,body
246,bei,bɯj,kvwatarambi,ᡴᡡᠸᠠᡨᠠᡵᠠᠮᠪᡳ,246,自己,self
247,bei acem,bɯj aʈʂɯm,beye acambi,ᠪᡝᠶᡝ ᠠᠴᠠᠮᠪᡳ,247,性交,to have sexual intercourse
248,bei erViN,bɯj ɯrɣiŋ,beye ergi ningge,ᠪᡝᠶᡝ ᡝᡵᡤᡳ ᠨᡳᠩᡤᡝ,248,己方,"ally, one's side, our side"
249,beid bi,bɯjd bi,beye de bi,ᠪᡝᠶᡝ ᡩᡝ ᠪᡳ,249,怀孕,to be pregnant
250,beidem,bɯjdɯm,beidembi,ᠪᡝᡳᡩᡝᠮᠪᡳ,250,审讯,"(of a case) to examine, try; to inspect"
251,beikun,bɯjkun,beikuwen,ᠪᡝᡳᡴᡠᠸᡝᠨ,251,寒,"cold, frost"
252,beilem,bɯjlɯm,beilembi,ᠪᡝᡳᠯᡝᠮᠪᡳ,252,跳贝伦舞,"to dance ""Beilunwu"" (traditional Sibe dance)"
253,beilen,bɯjlɯn,beilen,ᠪᡝᡳᠯᡝᠨ,253,贝伦,Beilun dance (traditional Sibe dance)
254,bel,bɯɹ,bele,ᠪᡝᠯᡝ,254,大米,rice
255,bela,bɯla,bula,ᠪᡠᠯᠠ,255,荆棘,"thistles and thorns, brambles"
256,belcam,bɯɹʈʂam,bulcambi,ᠪᡠᠯᠴᠠᠮᠪᡳ,256,懒散,to be careless/lazy
257,belcaq,bɯɹʈʂaq,bulcakv,ᠪᡠᠯᠴᠠᡴᡡ,257,懒散,careless/lazy
258,beleNcy,bɯlɯŋtɕʲ,belengci,ᠪᡝᠯᡝᠩᠴᡳ,258,应激障碍,PTSD
259,belin,bɯlin,beliyen,ᠪᡝᠯᡳᠶᡝᠨ,259,痴,"silly, stupid, foolish"
260,belVem,bɯɹɣɯm,belhembi,ᠪᡝᠯᡥᡝᠮᠪᡳ,260,准备,to prepare
261,belVen,bɯɹɣɯn,belhen,ᠪᡝᠯᡥᡝᠨ,261,准备,preparation
262,beNdem,bɯŋdɯm,bekdembi,ᠪᡝᡴᡩᡝᠮᠪᡳ,262,惊,to startle/be frightened
263,benem,bɯnɯm,benembi,ᠪᡝᠨᡝᠮᠪᡳ,263,送,to deliver
264,benevem,bɯnɯvɯm,benebumbi,ᠪᡝᠨᡝᠪᡠᠮᠪᡳ,264,使送,causative form of benem (= benembi)
265,benjem,bɯnɖʐɯm,benjembi,ᠪᡝᠨᠵᡝᠮᠪᡳ,265,送来,to come and deliver
266,beNXen,bɯŋʂɯn,bengxen,ᠪᡝᠩᡧᡝᠨ,266,本事,"ability, skill"
267,beri,bɯri,beri,ᠪᡝᡵᡳ,267,弓,bow
268,berqan bo,bɯrqan bɔ,berkan boo,ᠪᡝᡵᡴᠠᠨ ᠪᠣᠣ,268,正房,"central building, main room"
269,berRa,bɯrʁa,burga,ᠪᡠᡵᡤᠠ,269,柳条,willow
270,berVen,bɯrɣɯn,bergen,ᠪᡝᡵᡤᡝᠨ,270,汤,"broth, soup"
271,besam,bɯsam,baxambi,ᠪᠠᡧᠠᠮᠪᡳ,271,驱赶,to drive out; to chase away
272,beserem,bɯsɯrɯm,beserembi,ᠪᡝᠰᡝᡵᡝᠮᠪᡳ,272,肉泡白,(of a welt) to whiten
273,beserVen,bɯsɯrɣɯn,besergen,ᠪᡝᠰᡝᡵᡤᡝᠨ,273,床,bed
274,betam,bɯtam,butambi,ᠪᡠᡨᠠᠮᠪᡳ,274,渔猎采集,to gather through hunting/fishing
275,betkucin,bɯtkutɕin,bethe gubci,ᠪᡝᡨᡥᡝ ᡤᡠᠪᠴᡳ,275,整脚,barefoot
276,betx,bɯtx,bethe,ᠪᡝᡨᡥᡝ,276,"脚, 肢, 足",foot; limb; (lower) leg
277,beVE,bɯɣə,behe,ᠪᡝᡥᡝ,277,墨水,ink
278,beyim,bɯjim,beyembi,ᠪᡝᠶᡝᠮᠪᡳ,278,(身体) 冻,"(of the body) to freeze, to be cold"
279,bi,bi,bi,ᠪᡳ,279,我,(first person singular pronoun) I
280,bii,bii,bi,ᠪᡳ,280,有,"to exist, there is/are; to have, to possess"
281,bilam,bilam,bilambi,ᠪᡳᠯᠠᠮᠪᡳ,281,折,to bend/twist
282,bilem,bilɯm,bilumbi,ᠪᡳᠯᡠᠮᠪᡳ,282,抚摸,to stroke
283,bilRa,biɹʁa,bilha,ᠪᡳᠯᡥᠠ,283,咽喉 嗓子,throat
284,bilRan,biɹʁan,bilgan,ᠪᡳᠯᡤᠠᠨ,284,期,period of time
285,biltem,biɹtɯm,biltembi,ᠪᡳᠯᡨᡝᠮᠪᡳ,285,"溢, 漫",to overflow
286,biluXem,biluʂɯm,biluxembi,ᠪᡳᠯᡠᡧᡝᠮᠪᡳ,286,抚摸,"to stroke, to pet"
287,bimE,bimə,bime,ᠪᡳᠮᡝ,287,而且,and; as well as
288,bira ,bira,bira,ᠪᡳᡵᠠ,288,河,river
289,biRa velgaen,biʁa vɯɹɡæn,bigan ulgiyan,ᠪᡳᡤᠠᠨ ᡠᠯᡤᡳᠶᠠᠨ,289,野猪,wild boar
290,biRan,biʁan,bigan,ᠪᡳᡤᠠᠨ,290,野,"field, wild"
291,biRan nyuNnyah,biʁan nʲyŋnʲaχ,bigan niongniyaha,ᠪᡳᡤᠠᠨ ᠨᡳᠣᠩᠨᡳᠶᠠᡥᠠ,291,大雁,wild goose
292,biRan yiVE,biʁan jiɣə,bigan niyehe,ᠪᡳᡤᠠᠨ ᠨᡳᠶᡝᡥᡝ,292,野鸭,wild duck
293,birek,birɯk,bireku,ᠪᡳᡵᡝᡴᡠ,293,擀面杖,rolling pin
294,birem,birɯm,birembi,ᠪᡳᡵᡝᠮᠪᡳ,294,擀面,to roll/spread out
295,bisan,bisan,bisan,ᠪᡳᠰᠠᠨ,295,洪水,flood
296,bisarem,bisarɯm,bisarambi,ᠪᡳᠰᠠᡵᠠᠮᠪᡳ,296,"漫 (散流, 泛滥)","to overflow, to pour out"
297,bitem,bitɯm,bitembi,ᠪᡳᡨᡝᠮᠪᡳ,297,梦魇,to have a nightmare
298,biter,bitɯr,,,,疮,pimple
299,bitevem,bitɯvɯm,bitebumbi,ᠪᡳᡨᡝᠪᡠᠮᠪᡳ,299,使梦魇,causative form of bitem (= bitembi)
300,bitxE,bitxə,bithe,ᠪᡳᡨᡥᡝ,300,书,"book, document"
301,bitxEi fiza,bitxəi fiza,bithe i fisa,ᠪᡳᡨᡥᡝ ᡳ ᡶᡳᠰᠠ,301,书皮,book cover; book jacket
302,biXum,biʂum,bixumbi,ᠪᡳᡧᡠᠮᠪᡳ,302,轻抚,to caress
303,biXuXem,biʂuʂɯm,bixuxembi,ᠪᡳᡧᡠᡧᡝᠮᠪᡳ,303,轻抚,"to caress, to stroke"
304,bo,bɔ,boo,ᠪᠣᠣ,304,家,"home, house"
305,bo,bɔ,be,ᠪᡝ,305,我们,"(second person plural pronoun, exclusive) we"
306,bocw,bɔʈʂʷ,boco,ᠪᠣᠴᠣ,306,彩,"color, complexion"
307,bocyxy,bɔtɕʲxʲ,bocihi,ᠪᠣᠴᡳᡥᡳ,307,丑陋,ugly
308,bodo,bɔdɔ,bodo,ᠪᠣᡩᠣ,308,铇刀,"kitchen knife, cleaver"
309,bodum,bɔdum,bodombi,ᠪᠣᡩᠣᠮᠪᡳ,309,算思,"to calculate, to plan, to think (over)"
310,bofulm,bɔfuɹm,bofolombi,ᠪᠣᡶᠣᠯᠣᠮᠪᡳ,310,包裹,to wrap
311,bofun,bɔfun,bofon,ᠪᠣᡶᠣᠨ,311,包裹,wrapping 
312,bohw,bɔχʷ,buhv,ᠪᡠᡥᡡ,312,鹿,deer
313,boiRojy,bɔjʁɔɖʐʲ,boigoji,ᠪᠣᡳᡤᠣᠵᡳ,313,主人,master
314,boiRun,bɔjʁun,boigon,ᠪᠣᡳᡤᠣᠨ,314,家庭,household
315,boljom,bɔɹɖʐɔm,boljombi,ᠪᠣᠯᠵᠣᠮᠪᡳ,315,约定,"to arrange, agree on; (of a date) to fix"
316,boljun,bɔɹɖʐun,boljon,ᠪᠣᠯᠵᠣᠨ,316,波,wave
317,boloqw,bɔlɔqʷ,bulukan,ᠪᡠᠯᡠᡴᠠᠨ,317,温,lukewarm
318,bolory,bɔlɔrʲ,bolori,ᠪᠣᠯᠣᡵᡳ,318,秋天,"autumn, fall"
319,bolosw,bɔlɔsʷ,bolosu,ᠪᠣᠯᠣᠰᡠ,319,玻璃,glass
320,bolqujem,bɔɹquɖʐɯm,bolkojombi,ᠪᠣᠯᡴᠣᠵᠣᠮᠪᡳ,320,(自行) 卸开,"(intransitive) to rip, to tear off"
321,bolqulm,bɔɹquɹm,bolkolombi,ᠪᠣᠯᡴᠣᠯᠣᠮᠪᡳ,321,卸开,to rip/tear off
322,bolqw,bɔɹqʷ,bolko,ᠪᠣᠯᡴᠣ,322,骤然弄脱,abruptly sticking out
323,bolR,bɔɹʁ,bolgo,ᠪᠣᠯᡤᠣ,323,洁,"cleanliness, purity"
324,bolRolm,bɔɹʁɔɹm,bolgolombi,ᠪᠣᠯᡤᠣᠯᠣᠮᠪᡳ,324,弄干净,to clean
325,bolRun,bɔɹʁun,bolgon,ᠪᠣᠯᡤᠣᠨ,325,洁净,"clean, pure"
326,bolymo,bɔlʲmɔ,bolimo,ᠪᠣᠯᡳᠮᠣ,326,玉米,"maize, corn"
327,bon,bɔn,bono,ᠪᠣᠨᠣ,327,冰雹,hail
328,boNqonem,bɔŋqɔnɯm,bongkonombi,ᠪᠣᠩᡴᠣᠨᠣᠮᠪᡳ,328,鼓起来,"to puff up, to bulge, to swell out"
329,boNqonevem,bɔŋqɔnɯvɯm,bongkonobumbi,ᠪᠣᠩᡴᠣᠨᠣᠪᡠᠮᠪᡳ,329,使鼓起来,causative form of boNqonem (= bongkonombi)
330,bony any,bɔnʲ anʲ,bonio aniya,ᠪᠣᠨᡳᠣ ᠠᠨᡳᠶᠠ,330,猴年,year of the monkey
331,boqdon,bɔqdɔn,bokdon,ᠪᠣᡴᡩᠣᠨ,331,门槛,"doorstop, still, threshold"
332,boRomw,bɔʁɔmʷ,buge monggon,ᠪᡠᡤᡝ ᠮᠣᠩᡤᠣᠨ,332,喉结,Adam's apple
333,boRulem,bɔʁulɯm,boholombi,ᠪᠣᡥᠣᠯᠣᠮᠪᡳ,333,割喉,to slaughter by slitting the throught
334,bos,bɔs,boso,ᠪᠣᠰᠣ,334,布,cloth
335,bosqun,bɔsqun,boskon,ᠪᠣᠰᡴᠣᠨ,335,门槛,"doorstep, threshold"
336,bosqw,bɔsqʷ,bosho,ᠪᠣᠰᡥᠣ,336,肾脏,kidneys
337,bucun dayin,buʈʂun dajin,becun dain,ᠪᡝᠴᡠᠨ ᡩᠠᡳᠨ,337,骂战,"a fight, a quarrel"
338,bucunem,buʈʂunɯm,becunumbi,ᠪᡝᠴᡠᠨᡠᠮᠪᡳ,338,骂架,"to fight, to quarrel"
339,bujan,buɖʐan,bujan,ᠪᡠᠵᠠᠨ,339,森林,"forest, woods"
340,bujum,buɖʐum,bujumbi,ᠪᡠᠵᡠᠮᠪᡳ,340,煮,to cook (to boil)
341,bukum,bukum,,,,俯身,to stoop; to lean over; to bend down
342,bukun tatem,bukun tatɯm,bukun tatambi,ᠪᡠᡴᡠᠨ ᡨᠠᡨᠠᠮᠪᡳ,342,角力,to wrestle
343,bulkuXem,buɹkuʂɯm,bulekuxembi,ᠪᡠᠯᡝᡴᡠᡧᡝᠮᠪᡳ,343,鉴,to reflect
344,bulun,bulun,bulun,ᠪᡠᠯᡠᠨ,344,草堆,"pile, stack of hay"
345,buluNkw,buluŋkʷ,buleku,ᠪᡠᠯᡝᡴᡠ,345,镜子,mirror
346,bulxw,buɹxʷ,bulehen,ᠪᡠᠯᡝᡥᡝᠨ,346,鹤,crane (type of bird)
347,bum,bum,bumbi,ᠪᡠᠮᠪᡳ,347,给,to give
348,bumbulcwkw,bumbuɹʈʂʷkʷ,bumbulxuku,ᠪᡠᠮᠪᡠᠯᡧᡠᡴᡠ,348,鸟名(臭鸟),"Bird name (""hoatzin"", stink bird) "
349,bunai,bunaj,bunai,ᠪᡠᠨᠠᡳ,349,亿,"100,000,000 (one hundred million)"
350,buqsim,buqɕim,buksimbi,ᠪᡠᡴᠰᡳᠮᠪᡳ,350,埋伏,"to lie in wait for, to ambush"
351,buqsin cwah,buqɕin ʈʂʷɑχ,buksin cooha,ᠪᡠᡴᠰᡳᠨ ᠴᠣᠣᡥᠠ,351,伏兵,"ambushing force, hidden troops"
352,buqun,buqun,bukvn,ᠪᡠᡴᡡᠨ,352,羚羊,antelope
353,bur bar sem,bur bar sɯm,bur bar seme,ᠪᡠᡵ ᠪᠠᡵ ᠰᡝᠮᡝ,353,噗噗的,"(of water) swelling, gurgling"
354,buru bara,buru bara,buru bara,ᠪᡠᡵᡠ ᠪᠠᡵᠠ,354,朦朦胧胧,hazy
355,burwlum,burʷlum,burulambi,ᠪᡠᡵᡠᠯᠠᠮᠪᡳ,355,败走,"to flee, to take flight"
356,burxw,burxʷ,burhu,ᠪᡠᡵᡥᡠ,356,小姑子,husband's younger sister
357,butu,butu,butu,ᠪᡠᡨᡠ,357,"密闭的 , 无出口的","sealed, airtight"
358,butum,butum,butumbi,ᠪᡠᡨᡠᠮᠪᡳ,358,"成精, 冬眠","to transform, to hibernate"
359,butuvem,butuvɯm,butubumbi,ᠪᡠᡨᡠᠪᡠᠮᠪᡳ,359,使成精,causative form of butum (= butumbi)
360,buxwdary,buxʷdarʲ,bukdari,ᠪᡠᡴᡩᠠᡵᡳ,360,奏折,"""Memorial fold"" (communications directed to emperor)"
361,buya,buja,buya,ᠪᡠᠶᠠ,361,小,"petty, small"
362,buyem,bujəm,buyembi,ᠪᡠᠶᡝᠮᠪᡳ,362,"爱, 愿","to love, to be in love with, to adore"
363,bya,bʲa,biya,ᠪᡳᠶᠠ,363,月,"moon, month"
364,bya alh jaam,bʲa aɹχ ɖʐaam,biya alha jafambi,ᠪᡳᠶᠠ ᠠᠯᡥᠠ ᠵᠠᡶᠠᠮᠪᡳ,364,月食,to eclipse (lunar)
365,bya jaq,bʲa ɖʐaq,biya jaka,ᠪᡳᠶᠠ ᠵᠠᡴᠠ,365,月经,menstruation; period
366,byam,bʲam,baimbi,ᠪᠠᡳᠮᠪᡳ,366,求,"to seek, to look for, to request"
367,byaws,bʲɑws,biyoos,ᠪᡳᠶᠣᠣᠰ,367,婊子,whore
368,byaws,bʲɑws,biyoose,ᠪᡳᠶᠣᠣᠰᡝ,368,婊子,"prostitute, whore"
369,byecyhun,bʲətɕʲχun,,,,食物乏味,(of food) lacking flavor
370,byelcim,bʲəɹtɕim,biyelcimbi,ᠪᡳᠶᡝᠯᠴᡳᠮᠪᡳ,370,弄埋汰,to make dirty
371,byerVem,bʲərɣɯm,bargiyambi,ᠪᠠᡵᡤᡳᠶᠠᠮᠪᡳ,371,收揽,"to harvest, take in; to store, preserve"
372,byerVin,bʲərɣin,bargiyan,ᠪᠠᡵᡤᡳᠶᠠᠨ,372,收获,harvest
373,byoRun,bʲɔʁun,boihon,ᠪᠣᡳᡥᠣᠨ,373,土,"soil, earth, dirt"
374,cafcal,ʈʂafʈʂaɹ,cabcal,ᠴᠠᠪᠴᠠᠯ,374,察布查尔,Qapqal Sibe Autonomous County
375,cafcek,ʈʂafʈʂɯk,cabcan,ᠴᠠᠪᠴᠠᠨ,375,蝗虫,locust
376,calevem,ʈʂalɯvɯm,calabumbi,ᠴᠠᠯᠠᠪᡠᠮᠪᡳ,376,相差,"to differ, to vary from"
377,calu,ʈʂalu,calu,ᠴᠠᠯᡠ,377,仓,"barn, granary, storehouse"
378,cam,ʈʂam,cambi,ᠴᠠᠮᠪᡳ,378,"插, 支起",to stick in
379,caN,ʈʂaŋ,,,,钲,gong
380,caq,ʈʂaq,cak,ᠴᠠᡴ,380,骤然弄断,abruptly broken off
381,caqejem,ʈʂaqɯɖʐɯm,cakajambi,ᠴᠠᡴᠠᠵᠠᠮᠪᡳ,381,(自行) 断,(intransitive) to cut/break off
382,caqelem,ʈʂaqɯlɯm,cakalambi,ᠴᠠᡴᠠᠯᠠᠮᠪᡳ,382,断,to cut/break off
383,car any,ʈʂar anʲ,cara aniya ,ᠴᠠᡵᠠ ᠠᠨᡳᠶᠠ,383,前年,the year before last year
384,carem,ʈʂarɯm,carumbi,ᠴᠠᡵᡠᠮᠪᡳ,384,油煎,to fry in oil
385,caRu,ʈʂaʁu,cahv,ᠴᠠᡥᡡ,385,茶壶,"tea kettle, teapot"
386,caseN,ʈʂasɯŋ,casangga,ᠴᠠᠰᠠᠩᡤᠠ,386,分叉的,forked
387,cavem,ʈʂavɯm,cabumbi,ᠴᠠᠪᡠᠮᠪᡳ,387,"使插, 使支起",causative form of cam (= cambi)
388,cecerem,ʈʂɯʈʂɯrɯm,cecerembi,ᠴᡝᠴᡝᡵᡝᠮᠪᡳ,388,心里发狠,to be full of hate
389,cecerevem,ʈʂɯʈʂɯrɯvɯm,cecerebumbi,ᠴᡝᠴᡝᡵᡝᠪᡠᠮᠪᡳ,389,让人心里发狠,causative form of cecerem (= cecerembi)
390,ceksE,ʈʂɯksə,sikse,ᠰᡳᡴᠰᡝ,390,昨天,yesterday
391,ceNjelm,ʈʂɯŋɖʐɯɹm,cengjelembi,ᠴᡝᠩᠵᡝᠯᡝᠮᠪᡳ,391,成精,to transform
392,ceserem,ʈʂɯsɯrɯm,ceserembi,ᠴᡝᠰᡝᡵᡝᠮᠪᡳ,392,滑动,"to slide, slip"
393,ci,tɕi,ci,ᠴᡳ,393,往,"toward, to"
394,cicim,tɕitɕim,tucimbi,ᡨᡠᠴᡳᠮᠪᡳ,394,出,"to go/setout; to emerge, to appear, to come out"
395,cicivem,tɕitɕivɯm,tucibumbi,ᡨᡠᠴᡳᠪᡠᠮᠪᡳ,395,使出来,causative form of cicim (= tucimbi)
396,cicyk,tɕitɕʲk,ciciku,ᠴᡳᠴᡳᡴᡠ,396,秋千,swing
397,cicykenem,tɕitɕʲkɯnɯm,cicikenembi,ᠴᡳᠴᡳᡴᡝᠨᡝᠮᠪᡳ,397,荡秋千,to swing
398,cifkEn,tɕifkən,cibken,ᠴᡳᠪᡴᡝᠨ,398,静,"calm, quiet"
399,cifqan,tɕifqan,cifahan,ᠴᡳᡶᠠᡥᠠᠨ,399,泥,"mud, paste"
400,ciktan,tɕiktan,ciktan,ᠴᡳᡴᡨᠠᠨ,400,人伦,human ethical relationships
401,cikten,tɕiktɯn,cikten,ᠴᡳᡴᡨᡝᠨ,401,茎,"trunk, stem"
402,cilaq,tɕilaq,cilak,ᠴᡳᠯᠠᡴ,402,铁桶,"iron pail, iron bucket"
403,cilcin,tɕiɹtɕin,cilcin,ᠴᡳᠯᠴᡳᠨ,403,瘤,tumor
404,cilevem,tɕilɯvɯm,cilembumbi,ᠴᡳᠯᡝᠮᠪᡠᠮᠪᡳ,404,被噎住,passive form of cilem (= cilembi)
405,cilm,tɕiɹm,cilimbi,ᠴᡳᠯᡳᠮᠪᡳ,405,噎住,"to choke (on), to choke (in speech)"
406,cimar,tɕimar,cimari,ᠴᡳᠮᠠᡵᡳ,406,明天,tomorrow
407,cimRa nineN,tɕimʁa ninɯŋ,cimha inenggi,ᠴᡳᠮᡥᠠ ᡳᠨᡝᠩᡤᡳ,407,来日,"another day, a future day"
408,cip cab sem,tɕipʰ ʈʂab sɯm,cibcab sembi,ᠴᡳᠪᠴᠠᠪ ᠰᡝᠮᠪᡳ,408,"悄悄的, 静静的",to be secretive/quiet
409,cira,tɕira,cira,ᠴᡳᡵᠠ,409,面,"face, facial expression"
410,cira,tɕira,cira,ᠴᡳᡵᠠ,410,"脸, 紧, 严","face; tight, severe, strict/stern"
411,ciRai,tɕiʁaj,cihai,ᠴᡳᡥᠠᡳ,411,随意的,"at will, freely, as one wishes/pleases"
412,ciRalem,tɕiʁalɯm,cihalambi,ᠴᡳᡥᠠᠯᠠᠮᠪᡳ,412,喜欢,to like
413,ciralem,tɕiralɯm,ciralambi,ᠴᡳᡵᠠᠯᠠᠮᠪᡳ,413,弄紧,to make tight
414,ciRalen,tɕiʁalɯn,cihalan,ᠴᡳᡥᠠᠯᠠᠨ,414,随心,"fond of, liking for"
415,ciRaN,tɕiʁaŋ,cihangga,ᠴᡳᡥᠠᠩᡤᠠ,415,喜欢的,fond of 
416,ciraqen,tɕiraqɯn,cirakan,ᠴᡳᡵᠠᡴᠠᠨ,416,稍紧的,a little tight
417,cisygE ,tɕisʲɡə,cecike,ᠴᡝᠴᡳᡴᡝ,417,麻雀,"sparrow, small bird"
418,civam,tɕivam,cifambi,ᠴᡳᡶᠠᠮᠪᡳ,418,抹,"to smear, to wipe"
419,civaqen,tɕivaqɯn,cibin,ᠴᡳᠪᡳᠨ,419,燕子,swallow
420,ciVE,tɕiɣə,cihe,ᠴᡳᡥᡝ,420,虱子,lice
421,civelem,tɕivɯlɯm,cifelembi,ᠴᡳᡶᡝᠯᡝᠮᠪᡳ,421,吐唾液,to spit out (saliva)
422,civeN,tɕivɯŋ,cifenggu,ᠴᡳᡶᡝᠩᡤᡠ,422,唾液,"saliva, spit"
423,cohtoi,ʈʂɔχtɔj,cohotoi,ᠴᠣᡥᠣᡨᠣᡳ,423,"专门, 特意","specialized, specially, intentionally"
424,cohtulm,ʈʂɔχtuɹm,cohotolombi,ᠴᠣᡥᠣᡨᠣᠯᠣᠮᠪᡳ,424,"傲慢, 骄傲","arrogant, proud"
425,col,ʈʂɔɹ,colo,ᠴᠣᠯᠣ,425,"号, 别名","title, another name (alias)"
426,colRorem,ʈʂɔɹʁɔrɯm,colgorombi,ᠴᠣᠯᡤᠣᡵᠣᠮᠪᡳ,426,出众,"to stand out, to be outstanding"
427,coqo,ʈʂɔqɔ,coko,ᠴᠣᡴᠣ,427,鸡,chicken
428,coqo hulam,ʈʂɔqɔ χulam,coko hvlambi,ᠴᠣᡴᠣ ᡥᡡᠯᠠᠮᠪᡳ,428,鸡叫,(of a chicken) to cluck 
429,coqsum,ʈʂɔqsum,cokoxombi,ᠴᠣᡴᠣᡧᠣᠮᠪᡳ,429,戳,to jab/poke
430,coqt,ʈʂɔqt,cokto,ᠴᠣᡴᡨᠣ,430,"傲慢, 骄傲","arrogant, haughty, proud"
431,cu,ʈʂu,coo,ᠴᠣᠣ,431,铁锨,"shovel, spade"
432,cunukw,ʈʂunukʷ,cuneku,ᠴᡠᠨᡝᡴᡠ,432,枕头,pillow
433,cus mo,ʈʂus mɔ,cuse moo,ᠴᡠᠰᡝ ᠮᠣᠣ,433,竹子,bamboo
434,cwah,ʈʂʷɑχ,cooha,ᠴᠣᠣᡥᠠ,434,兵,soldier
435,cya,tɕʲa,cai,ᠴᠠᡳ,435,茶,tea
436,cyandas,tɕʲandas,,,,钱袋,"purse, wallet"
437,cyaRelem,tɕʲaʁɯlɯm,cihalambi,ᠴᡳᡥᠠᠯᠠᠮᠪᡳ,437,喜欢,to like
438,cyecim,tɕʲətɕim,cacumbi,ᠴᠠᠴᡠᠮᠪᡳ,438,洒,to scatter/sprinkle; to sow
439,cyecivem,tɕʲətɕivɯm,cacubumbi,ᠴᠠᠴᡠᠪᡠᠮᠪᡳ,439,使洒,causative form of cyecim (cacumbi)
440,cyemcim,tɕʲəmtɕim,cumcumbi,ᠴᡠᠮᠴᡠᠮᠪᡳ,440,蹲,"to squat, to crouch"
441,cyemcy,tɕʲəmtɕʲ,camci,ᠴᠠᠮᠴᡳ,441,裙子,skirt
442,cyenijy,tɕʲəniɖʐʲ,cananggi,ᠴᠠᠨᠠᠩᡤᡳ,442,前天,the day before yesterday
443,cyesy,tɕʲəsʲ,casi,ᠴᠠᠰᡳ,443,往对面,in that direction (across)
444,cyor,tɕʲɔr,coro,ᠴᠣᡵᠣ,444,后天,the day after tomorrow
445,cyoRo,tɕʲɔʁɔ,ciyoho,ᠴᡳᠶᠣᡥᠣ,445,茶壶,"tea kettle, teapot"
446,cyunjyurRan,tɕʲynɖʐʲyrʁan,,,,壁虎,gecko
447,daa,daa,da,ᡩᠠ,447,"根本, 头目",base; ringleader
448,daam,daam,dambi,ᡩᠠᠮᠪᡳ,448,割得动,(of a blade) to be sharp; to be able to cut
449,daarqw,daarqʷ,darkv,ᡩᠠᡵᡴᡡ,449,割不动,(of a blade) to be blunt; to not be able to cut
450,dacaq,daʈʂaq,dacakv,ᡩᠠᠴᠠᡴᡡ,450,簪子,hair stick
451,dacilem,datɕilɯm,dacilambi,ᡩᠠᠴᡳᠯᠠᠮᠪᡳ,451,"询问, 请示","to inquire, to ask for instructions"
452,dacun,daʈʂun,dacun,ᡩᠠᠴᡠᠨ,452,锋利,sharp
453,dad,dad,dade,ᡩᠠᡩᡝ,453,原来,"originally, formerly"
454,dadu,dadu,dadu,ᡩᠠᡩᡠ,454,大豆,broad bean
455,daemin,dæmin,daimin,ᡩᠠᡳᠮᡳᠨ,455,雕,eagle
456,daencilem,dæntɕilɯm,dancalambi,ᡩᠠᠨᠴᠠᠯᠠᠮᠪᡳ,456,回娘家,(of a wife) to return home for a visit
457,dafciqw,daftɕiqʷ,dabcikv,ᡩᠠᠪᠴᡳᡴᡡ,457,剑,sword
458*,dafqer yas,dafqɯr jas,dabkvri yasa,ᡩᠠᠪᡴᡡᡵᡳ ᠶᠠᠰᠠ,458*,双眼皮,double eyelid
459,dafqerem,dafqɯrɯm,dabkvrimbi,ᡩᠠᠪᡴᡡᡵᡳᠮᠪᡳ,459,怀孕,to become pregnant 
460,dafsulm,dafsuɹm,dabsulambi,ᡩᠠᠪᠰᡠᠯᠠᠮᠪᡳ,460,用盐腌,to pickle (with salt)
461,dafsun,dafsun,dabsun,ᡩᠠᠪᠰᡠᠨ,461,盐,salt
462,daifw,dajfʷ,daifu,ᡩᠠᡳᡶᡠ,462,大夫,"senior official (in imperial China), doctor"
463,dailem,dajlɯm,dailambi,ᡩᠠᡳᠯᠠᠮᠪᡳ,463,征讨,to go to war with; to go on a punitive expedition
464,dajem,daɖʐɯm,dajambi,ᡩᠠᠵᠠᠮᠪᡳ,464,切割,to cut
465,dajevem,daɖʐɯvɯm,dajabumbi,ᡩᠠᠵᠠᠪᡠᠮᠪᡳ,465,使切割,causative form of dajem (= dajambi)
466,daldem,daɹdɯm,daldambi,ᡩᠠᠯᡩᠠᠮᠪᡳ,466,盖,to cover
467,dalden,daɹdɯn,dalden,ᡩᠠᠯᡩᡝᠨ,467,被遮蔽处,shade
468,dalf,daɹf,dalba,ᡩᠠᠯᠪᠠ,468,旁边,"side, beside"
