Entry,Spoken,IPA,Written,Script Version,Script,Mandarin,English
2001,siver,ɕivɯr,siberi,ᠰᡳᠪᡝᡵᡳ,,手足汗,sweat of hands and feet
2002,siz,ɕiz,sifikv,ᠰᡳᡶᡳᡴᡡ,,钗子,hairpin
2003,sogo,sɔɡɔ,sog'o,ᠰᠣᡬᠣ,,元宝,"yuanbao (type of ingot, currency)"
2004,solm,sɔɹm,xolombi,ᡧᠣᠯᠣᠮᠪᡳ,,火烤,to roast with fire
2005,solo,sɔlɔ,xolo,ᡧᠣᠯᠣ,,闲暇,"leisure, free time"
2006,solRo,sɔɹʁɔ,solho,ᠰᠣᠯᡥᠣ,,朝鲜,Korea
2007,solun,sɔlun,solon,ᠰᠣᠯᠣᠨ,,索伦,Solon (Ewenki) ethnic group
2008,somishun,sɔmisχun,somishvn,ᠰᠣᠮᡳᠰᡥᡡᠨ,,密,secret
2009,sonin,sɔnin,sonin,ᠰᠣᠨᡳᠨ,,新闻,news
2010,soNitun,sɔŋitun,xunggitun,ᡧᡠᠩᡤᡳᡨᡠ᠋ᠨ,,机器,machine
2011,soNqulm,sɔŋquɹm,songkolombi,ᠰᠣᠩᡴᠣᠯᠣᠮᠪᡳ,,遵循,"to shadow, to follow, to abide by"
2012,soNqw,sɔŋqʷ,songko,ᠰᠣᠩᡴᠣ,,脚印,footprint
2013,soNum,sɔŋum,songgombi,ᠰᠣᠩᡤᠣᠮᠪᡳ,,哭泣,"to weep, to cry"
2014,soo,sɔɔ,suwe,ᠰᡠᠸᡝ,,你们,(second person plural pronoun) you
2015,soom,sɔɔm,sumbi,ᠰᡠᠮᠪᡳ,,解下,"to take off, to remove, to untie, to undo, to unfasten"
2016,soqtum,sɔqtum,soktombi,ᠰᠣᡴᡨ᠋ᠣᠮᠪᡳ,,酒醉,to become drunk
2017,soqw,sɔqʷ,sukv,ᠰᡠᡴᡡ,,皮,"hide, skin, pelt"
2018,sor,sɔr,xoro,ᡧᠣᡵᠣ,,篮子,basket
2019,sorsun,sɔrsun,sorson,ᠰᠣᡵᠰᠣᠨ,,帽缨,hat tassel
2020,soRun,sɔʁun,sohon,ᠰᠣᡥᠣᠨ,,浅黄,light yellow
2021,soshun,sɔsχun,xoxohon,ᡧᠣᡧᠣᡥᠣᠨ,,结尾,"end, ending"
2022,sosorem,sɔsɔrɯm,xoxorombi,ᡧᠣᡧᠣᡵᠣᠮᠪᡳ,,退,to step back; to retreat
2023,sovorem,sɔvɔrɯm,xoforombi,ᡧᠣᡶᠣᡵᠣᠮᠪᡳ,,爪子握,to grab (with claws)
2024,sovorevem,sɔvɔrɯvɯm,soforobumbi,ᠰᠣᡶᠣᡵᠣᠪᡠᠮᠪᡳ,,掬,to hold in one's hands
2025,sovorqw,sɔvɔrqʷ,xoforokv,ᡧᠣᡶᠣᡵᠣᡴᡡ,,爪,claw
2026,suci,sutɕi,suce,ᠰᡠᠴᡝ,,瓶子,bottle
2027,sucilm,sutɕiɹm,sucilembi,ᠰᡠᠴᡳᠯᡝᠮᠪᡳ,,动物怀崽,(of animals) to become pregnant
2028,sudal,sudaɹ,sudala,ᠰᡠᡩ᠋ᠠᠯᠠ,,血管,blood vessel
2029,sui,suj,sui,ᠰᡠᡳ,,罪孽,"sin, crime, wrongdoing"
2030,suilam,sujlam,suilambi,ᠰᡠᡳ᠌ᠯᠠᠮᠪᡳ,,受苦,to suffer
2031,suji,sudʒi,suje,ᠰᡠᠵᡝ,,绢布,thin silk
2032,sujim,sudʒim,sujumbi,ᠰᡠᠵᡠᠮᠪᡳ,,急步走,"to walk quickly, to rush "
2033,sujyam,suɖʐʲam,sujambi,ᠰᡠᠵᠠᠮᠪᡳ,,顶住,"to support, to hold up, to prop up"
2034,sula,sula,sula,ᠰᡠᠯᠠ,,闲散,"free, at leisure, idle"
2035,sulavem,sulavɯm,sulabumbi,ᠰᡠᠯᠠᠪᡠᠮᠪᡳ,,解松,to loosen
2036,sulfa,suɹfa,sulfa,ᠰᡠᠯᡶᠠ,,自由 ,"free (of space, of concern)"
2037,sulVo,suɹɣɔ,xulhe,ᡧᡠᠯᡥᡝ,,果,fruit
2038,sulVwo,suɹɣʷɜ,xulhe,ᡧᡠᠯᡥᡝ,,苹果,apple
2039,sulw,sulʷ,xulu,ᡧᡠᠯᡠ,,鬓角,sideburns
2040,sun,sun,sun,ᠰᡠᠨ,,奶水,mother's milk
2041,sun,sun,xun,ᡧᡠᠨ,,太阳,sun
2042,sun alh jaam,sun aɹχ ɖʐaam,xun alha jafambi,ᡧᡠᠨ ᠠᠯᡥᠠ ᠵᠠᡶᠠᠮᠪᡳ,,日食,to eclipse (solar)
2043,sun da gurun nan ,sun da ɡurun nan,xun da gurun nane,ᡧᡠᠨ ᡩᠠ ᡤᡠᡵᡠᠨ ᠨᠠᠨᡝ,,近日国家人,recent citizens of a country
2044,sun tuVum,sun tuɣum,xun tuhembi,ᡧᡠᠨ ᡨᡠ᠋ᡥᡝᠮᠪᡳ,,太阳落山,(of the sun) to set
2045,suNary,suŋarʲ,sunggari,ᠰᡠᠩᡤᠠᡵᡳ,,银河,the Milky Way
2046,sunja,sunɖʐa,sunja,ᠰᡠᠨᠵᠠ,,五,5 (five)
2047,sur,sur,sure,ᠰᡠᡵᡝ,,聪明,"smart, wise"
2048,suran,suran,suran,ᠰᡠᡵᠠᠨ,,跳蚤,flea
2049,surdum,surdum,xurdembi,ᡧᡠᡵᡩᡝ᠋ᠮᠪᡳ,,环绕,"to circle, to spin, to revolve around"
2050,surkw,surkʷ,xuruku,ᡧᡠᡵᡠᡴᡠ,,镟床,lathe
2051,surRan,surʁan,surhan,ᠰᡠᡵᡥᠠᠨ,,小颗粒雪,thin snow
2052,surum,surum,surembi,ᠰᡠᡵᡝᠮᠪᡳ,,歇斯底里呼唤,to shout hysterically
2053,surVunum,surɣunum,xurgenembi,ᡧᡠᡵᡤᡝᠨᡝᠮᠪᡳ,,打颤,"to tremble, to shiver"
2054,surw,surʷ,xuru ,ᡧᡠᡵᡠ,,珍珠,pearl
2055,surwdum,surʷdum,xurdembi,ᡧᡠᡵᡩᡝ᠋ᠮᠪᡳ,,环绕,"to surround, revolve, spin; to go around, encircle"
2056,surwkw,surʷkʷ,,,,伤寒,typhoid
2057,sus,sus,xuxu,ᡧᡠᡧᡠ,,"高粱, 紫","sorghum (great millet), purple"
2058,susai,susaj,susai,ᠰᡠᠰᠠᡳ,,五十,50 (fifty)
2059,susaimu,susajmu,susai emu,ᠰᡠᠰᠠᡳ ᡝᠮᡠ,,五十一,51 (fifty one)
2060,susha,susχa,xusiha,ᡧᡠᠰᡳᡥᠠ,,马鞭,horsewhip
2061,susu,susu,susu,ᠰᡠᠰᡠ,,原籍,"ancestral home, birthplace"
2062,suvan,suvan,sufan,ᠰᡠᡶᠠᠨ,,大象,elephant
2063,suvarRen,suvarʁɯn,subargan,ᠰᡠᠪᠠᡵᡤᠠᠨ,,塔,"pagoda, tower"
2064,suvum,suvum,subumbi,ᠰᡠᠪᡠᠮᠪᡳ,,醒酒之醒,"to make sober, to cause to become sober; to sober, to become sober"
2065,suvw,suvʷ,sube,ᠰᡠᠪᡝ,,筋,tendon
2066,suvwdun,suvʷdun,sukdun,ᠰᡠᡴᡩᡠ᠋ᠨ,,汽,"air, vapor, steam"
2067,suVwo,suɣʷɜ,suhe,ᠰᡠᡥᡝ,,斧头,"ax, hatchet"
2068,suXha,suʂχa,xusiha,ᡧᡠᠰᡳᡥᠠ,,鞭,whip
2069,suyan,sujan,suwayan,ᠰᡠᠸᠠᠶᠠᠨ,,黄,yellow
2070,swalya,sʷɑlʲa,xuwaliya,ᡧᡠᠸᠠᠯᡳᠶᠠ,,敏捷,"nimble, quick, agile"
2071,swanda,sʷɑnda,suwanda,ᠰᡠᠸᠠᠨᡩ᠋ᠠ,,大蒜,garlic
2072,syalaq,sʲalaq,siyalak,ᠰᡳᠶᠠᠯᠠᡴ,,臭美,show-off
2073,syalem,sʲalɯm,salimbi,ᠰᠠᠯᡳᠮᠪᡳ,,值,"to worth, to be valued"
2074,syam,sʲam,saimbi,ᠰᠠᡳ᠌ᠮᠪᡳ,,咬,to bite
2075,syan ,sʲan,sain,ᠰᠠᡳ᠌ᠨ,,好,"good, well"
2076,syan bisy da,sʲan bisʲ da,sain bici uthai,ᠰᠠᡳ᠌ᠨ ᠪᡳᠴᡳ ᡠᡨᡥᠠᡳ᠌,,好好的,"well, carefully, nicely"
2077,syaNen,sʲaŋɯn,xanggiyan,ᡧᠠᠩᡤᡳᠶᠠᠨ,,烟火之烟,smoke that chokes people
2078,syaNen,sʲaŋɯn,xanggiyan,ᡧᠠᠩᡤᡳᠶᠠᠨ,,白,white
2079,syaNen bait,sʲaŋɯn bajt,xanggiyan baita,ᡧᠠᠩᡤᡳᠶᠠᠨ ᠪᠠᡳ᠌ᡨ᠋ᠠ,,丧事,funeral
2080,syaNen fah,sʲaŋɯn faχ,xanggiyan faha,ᡧᠠᠩᡤᡳᠶᠠᠨ ᡶᠠᡥᠠ,,白眼珠,white (of the eye)
2081,syaNqan,sʲaŋqan,,,,呛人烟,fire smoke that chokes people
2082,syav,sʲav,xabi,ᡧᠠᠪᡳ,,"徒弟, 学徒","disciple, apprentice"
2083,syaVem,sʲaɣɯm,saibumbi,ᠰᠠᡳ᠌ᠪᡠᠮᠪᡳ,,使咬,causative form of saiqen (= saikan)
2084,syerenkye,sʲərɯnkʲə,,,,火柴,match
2085,syerin,sʲərin,sarin,ᠰᠠᡵᡳᠨ,,宴席,"banquet, feast"
2086,syerkem,sʲərkɯm,sarkiyambi,ᠰᠠᡵᡴᡳᠶᠠᠮᠪᡳ,,抄写,to copy
2087,syerx,sʲərx,sargiya,ᠰᠠᡵᡤᡳᠶᠠ,,胯裆,crotch
2088,syewlem,sʲəwlɯm,siolembi,ᠰᡳᠣᠯᡝᠮᠪᡳ,,刺绣,to embroider
2089,syogw,sʲɔɡʷ,sogi,ᠰᠣᡤᡳ,,菜,vegetable
2090,syolm,sʲɔɹm,solimbi,ᠰᠣᠯᡳᠮᠪᡳ,,"相请, 请","to invite, please..."
2091,syonjim,sʲɔndʒim,sonjombi,ᠰᠣᠨᠵᠣᠮᠪᡳ,,选择,"to choose, to select"
2092,syoom,sʲɔɔm,somimbi,ᠰᠣᠮᡳᠮᠪᡳ,,藏,"to hide, to conceal"
2093,syorVum,sʲɔrɣum,xorgimbi,ᡧᠣᡵᡤᡳᠮᠪᡳ,,催,"to press, to urge on"
2094,syukwalm,sʲykʷɑɹm,xukilambi,ᡧᡠᡴᡳᠯᠠᠮᠪᡳ,,拳打,to strike with the fist
2095,syukwan,sʲykʷɑn,xukiyan,ᡧᡠᡴᡳᠶᠠᠨ,,拳头,fist
2096,syulmin,sʲyɹmin,solmin,ᠰᠣᠯᠮᡳᠨ,,眼睫毛,eyelashes
2097,syulya,sʲylʲa,suila,ᠰᡠᡳ᠌ᠯᠠ,,蜜蜂,"bee, wasp"
2098,syulyam,sʲylʲam,suwaliyambi,ᠰᡠᠸᠠᠯᡳᠶᠠᠮᠪᡳ,,掺和,"to mix in, to mix up, to stir in, to stir up"
2099,syumin,sʲymin,xumin,ᡧᡠᠮᡳᠨ,,深,deep
2100,syumVun,sʲymɣun,simhun,ᠰᡳᠮᡥᡠᠨ,,手指,finger
2101,syuRwa,sʲyʁʷɑ,suiha,ᠰᡠᡳ᠌ᡥᠠ,,蒿,mugwort
2102,syusy pyasy sem,sʲysʲ pʰʲasʲ sɯm,xusi pasi seme,ᡧᡠᠰᡳ ᡦᠠᠰᡳ ᠰᡝᠮᡝ,,唏嘘,"sob, sigh"
2103,syusyunem,sʲysʲynɯm,xusihiyenambi,ᡧᡠᠰᡳᡥᡳᠶᡝᠨᠠᠮᠪᡳ,,说悄悄话,to whisper 
2104,syusyxum,sʲysʲxum,xusihiyexembi,ᡧᡠᠰᡳᡥᡳᠶᡝᡧᡝᠮᠪᡳ,,"说闲话, 挑拨","to chat, to gossip; to instigate"
2105,tacim,tatɕim,tacimbi,ᡨ᠋ᠠᠴᡳᠮᠪᡳ,,学,to learn
2106,tacivem,tatɕivɯm,tacibumbi,ᡨ᠋ᠠᠴᡳᠪᡠᠮᠪᡳ,,使学,causative form of tacim (= tacimbi)
2107,tacyqw,tatɕʲqʷ,tacikv,ᡨ᠋ᠠᠴᡳᡴᡡ,,学校,school
2108,tafcilm,taftɕiɹm,tabcilambi,ᡨ᠋ᠠᠪᠴᡳᠯᠠᠮᠪᡳ,,劫掠,"to loot, to plunder, to rob"
2109,tahsem,taχsɯm,taksambi,ᡨ᠋ᠠᡴᠰᠠᠮᠪᡳ,,炒,to fry
2110,tal,taɹ,tala,ᡨ᠋ᠠᠯᠠ,,原野,"plains, flat land"
2111,taleN,talɯŋ,talangga,ᡨ᠋ᠠᠯᠠᠩᡤᠠ,,有棱角的,"angular, squarish, cornered"
2112,talm,taɹm,talambi,ᡨ᠋ᠠᠯᠠᠮᠪᡳ,,"亏损, 没收","to lose (financially); to confiscate, to seize"
2113,talmen,taɹmɯn,talman ,ᡨ᠋ᠠᠯᠮᠠᠨ,,雾,"fog, mist"
2114,talmenem,taɹmɯnɯm,talmanambi,ᡨ᠋ᠠᠯᠮᠠᠨᠠᠮᠪᡳ,,起雾,to fog up
2115,talReN,taɹʁɯŋ,talahangge,ᡨ᠋ᠠᠯᠠᡥᠠᠩᡤᡝ,,亏损的,"loss, deficit"
2116,taltaN,taɹtaŋ,taltang,ᡨ᠋ᠠᠯᡨ᠋ᠠᠩ,,砂糖,sugar
2117,talVaem,taɹɣæm,talkiyambi,ᡨ᠋ᠠᠯᡴᡳᠶᠠᠮᠪᡳ,,打闪电,(of lightning) to flash
2118,talVaen,taɹɣæn,talkiyan,ᡨ᠋ᠠᠯᡴᡳᠶᠠᠨ,,闪电,lightning
2119,tam,tam,tuwambi,ᡨᡠ᠋ᠸᠠᠮᠪᡳ,,看,"to see, to take a look, to try and ....; to read (to oneself)"
2120,tam,tam,tambi,ᡨ᠋ᠠᠮᠪᡳ,,挂住,"to get caught, entangled"
2121,tamen,tamɯn,taman,ᡨ᠋ᠠᠮᠠᠨ,,种猪,breeding pigs
2122,tams,tams,tamse,ᡨ᠋ᠠᠮᠰᡝ,,罐,"jug, can, pot"
2123,tamselm,tamsɯɹm,tamsalambi,ᡨ᠋ᠠᠮᠰᠠᠯᠠᠮᠪᡳ,,拔罐,to perform fire cupping
2124,taN,taŋ,tanggv,ᡨ᠋ᠠᠩᡤᡡ,,一百,100 (one hundred)
2125,taN tumen,taŋ tumɯn,tanggv tumen,ᡨ᠋ᠠᠩᡤᡡ ᡨᡠ᠋ᠮᡝᠨ,,一百万,"1,000,000 (one million)"
2126,taNa ju,taŋa ɖʐu,tanggv juwe,ᡨ᠋ᠠᠩᡤᡡ ᠵᡠᠸᡝ,,一百零二,102 (one hundred two)
2127,taNa jwan,taŋa ɖʐʷɑn,tanggv juwan ,ᡨ᠋ᠠᠩᡤᡡ ᠵᡠᠸᠠᠨ,,一百一十,110 (one hundred ten)
2128,taNa yilan,taŋa jilan,tanggv ilan,ᡨ᠋ᠠᠩᡤᡡ ᡳᠯᠠᠨ,,一百零三,103 (one hundred three)
2129,taNamu,taŋamu,tanggv emu ,ᡨ᠋ᠠᠩᡤᡡ ᡝᠮᡠ,,一百零一,101 (one hundred one)
2130,tandem,tandɯm,tantambi,ᡨ᠋ᠠᠨᡨ᠋ᠠᠮᠪᡳ,,打,"to hit, to strike, to beat"
2131,tandujem,tanduɖʐɯm,tantajambi,ᡨ᠋ᠠᠨᡨ᠋ᠠᠵᠠᠮᠪᡳ,,打架,to fight
2132,taq,taq,taka,ᡨ᠋ᠠᡴᠠ,,马掌,horseshoe
2133,taq,taq,taka,ᡨ᠋ᠠᡴᠠ,,暂时,temporarily; for the time being
2134,taqalm,taqaɹm,takalambi,ᡨ᠋ᠠᡴᠠᠯᠠᠮᠪᡳ,,钉马掌,(of a horse) to shoe
2135,taqem,taqɯm,takambi,ᡨ᠋ᠠᡴᠠᠮᠪᡳ,,"知道, 认识",to know; to be familiar with
2136,taqtw,taqtʷ,taktu,ᡨ᠋ᠠᡴᡨᡠ᠋,,楼,"building, tower"
2137,taqurem,taqurɯm,takvrambi,ᡨ᠋ᠠᡴᡡᡵᠠᠮᠪᡳ,,吩咐,to instruct; to command 
2138,taquren,taqurɯn,takvran,ᡨ᠋ᠠᡴᡡᡵᠠᠨ,,差事,"business, errand"
2139,taqurer hah,taqurɯr χaχ,takvrara haha,ᡨ᠋ᠠᡴᡡᡵᠠᡵᠠ ᡥᠠᡥᠠ,,被使唤的男人,a male who is ordered to perform tasks
2140,taqurer nan,taqurɯr nan,takvrara nane,ᡨ᠋ᠠᡴᡡᡵᠠᡵᠠ ᠨᠠᠨᡝ,,被使唤的人,a person who is ordered to perform tasks
2141,taqursy,taqursʲ,takvrasi,ᡨ᠋ᠠᡴᡡᡵᠠᠰᡳ,,仆人,servant
2142,taqurXem,taqurʂɯm,takvrxambi,ᡨ᠋ᠠᡴᡡᡵᡧᠠᠮᠪᡳ,,吩咐,"to command, to instruct"
2143,tarRem,tarʁɯm,targambi,ᡨ᠋ᠠᡵᡤᠠᠮᠪᡳ,,戒,"to shun, to abstain from"
2144,tarRevem,tarʁɯvɯm,targabumbi,ᡨ᠋ᠠᡵᡤᠠᠪᡠᠮᠪᡳ,,使戒,(causative form of tarRem (= targambi)) to admonish
2145,tarRun,tarʁun,tarhvn,ᡨ᠋ᠠᡵᡥᡡᠨ,,"肥沃, 肥胖","fertile, fat"
2146,tarRun duRa,tarʁun duʁa,tarhvn duha,ᡨ᠋ᠠᡵᡥᡡᠨ ᡩ᠋ᡠ᠋ᡥᠠ,,肥肠,"intestine, gut"
2147,tarRun nimeN,tarʁun nimɯŋ,tarhvn nimenggi,ᡨ᠋ᠠᡵᡥᡡᠨ ᠨᡳᠮᡝᠩᡤᡳ,,肥油,fat oil
2148,tarveRen,tarvɯʁɯn,tarbahi,ᡨ᠋ᠠᡵᠪᠠᡥᡳ,,旱獭,marmot
2149,tasan,tasan,taxan,ᡨ᠋ᠠᡧᠠᠨ,,错误,"error, mistake"
2150,taserem,tasɯrɯm,taxarambi,ᡨ᠋ᠠᡧᠠᡵᠠᠮᠪᡳ,,犯错,to be wrong; to make a mistake
2151,tash,tasχ,tasha,ᡨ᠋ᠠᠰᡥᠠ,,虎,tiger
2152,tatem,tatɯm,tatambi,ᡨ᠋ᠠᡨ᠋ᠠᠮᠪᡳ,,拉,to pull
2153,taterXem,tatɯrʂɯm,tataxambi,ᡨ᠋ᠠᡨ᠋ᠠᡧᠠᠮᠪᡳ,,关心,"to be concerned, to care about"
2154,tatevem,tatɯvɯm,tatabumbi,ᡨ᠋ᠠᡨ᠋ᠠᠪᡠᠮᠪᡳ,,使拉,causative form of tatem (= tatambi)
2155,tatevem,tatɯvɯm,tatabumbi,ᡨ᠋ᠠᡨ᠋ᠠᠪᡠᠮᠪᡳ,,使关心,causative form of taterXem (= tataxambi)
2156,tateXem,tatɯʂɯm,tataxambi,ᡨ᠋ᠠᡨ᠋ᠠᡧᠠᠮᠪᡳ,,拉,to pull 
2157,tatqw,tatqʷ,tatakv,ᡨ᠋ᠠᡨ᠋ᠠᡴᡡ,,抽屉,drawer
2158,tavelm,tavɯɹm,tafulambi,ᡨ᠋ᠠᡶ᠋ᡠᠯᠠᠮᠪᡳ,,规劝,to advise
2159,tavem,tavɯm,tabumbi,ᡨ᠋ᠠᠪᡠᠮᠪᡳ,,使挂上,causative form of tam (= tambi)
2160,tavem,tavɯm,tuwabumbi,ᡨᡠ᠋ᠸᠠᠪᡠᠮᠪᡳ,,使看,causative form of tam (= tuwambi)
2161,tavenem,tavɯnɯm,tafanambi,ᡨ᠋ᠠᡶᠠᠨᠠᠮᠪᡳ,,爬,to climb
2162,tavevem,tavɯvɯm,tuwabubumbi,ᡨᡠ᠋ᠸᠠᠪᡠᠪᡠᠮᠪᡳ,,给看,(causative form of tavem (= tuwabumbi)) to show
2163,tawqacwqw,tɑwqaʈʂʷqʷ,tookancuka,ᡨ᠋ᠣᠣᡴᠠᠨᠴᡠᡴᠠ,,耽搁的,delaying
2164,tawqaXem,tɑwqaʂɯm,tookaxambi,ᡨ᠋ᠣᠣᡴᠠᡧᠠᠮᠪᡳ,,耽搁,to delay
2165,tawqem,tɑwqɯm,tookambi,ᡨ᠋ᠣᠣᡴᠠᠮᠪᡳ,,耽搁,to delay
2166,tawqenjem,tɑwqɯnɖʐɯm,tookanjambi,ᡨ᠋ᠣᠣᡴᠠᠨᠵᠠᠮᠪᡳ,,一味耽搁,"to procrastinate, to delay"
2167,taws,tɑws,toose,ᡨ᠋ᠣᠣᠰᡝ,,权力,"authority, power"
2168,tE,tə,te,ᡨᡝ᠋,,现在,"present, now"
2169,tecem,tɯʈʂɯm,tecembi,ᡨᡝ᠋ᠴᡝᠮᠪᡳ,,一齐坐,to sit simultaneously
2170,teci,tɯtɕi,terci,ᡨᡝ᠋ᡵᠴᡳ,,往那里,in that direction
2171,teifun,tɯjfun,teifun,ᡨᡝ᠋ᡳ᠌ᡶ᠋ᡠᠨ,,杖,"staff, cane"
2172,teil,tɯjɹ,teile,ᡨᡝ᠋ᡳ᠌ᠯᡝ,,只是,"only, merely, just"
2173,teisulm,tɯjsuɹm,teisulembi,ᡨᡝ᠋ᡳ᠌ᠰᡠᠯᡝᠮᠪᡳ,,碰遇,"to meet, to encounter"
2174,teisw,tɯjsʷ,teisu,ᡨᡝ᠋ᡳ᠌ᠰᡠ,,本分,"obligation, duty"
2175,teksin,tɯkɕin,teksin,ᡨᡝ᠋ᡴᠰᡳᠨ,,直,straight
2176,tEkw,təkʷ,teku,ᡨᡝ᠋ᡴᡠ,,椅子,chair
2177,telem,tɯlɯm,telembi,ᡨᡝ᠋ᠯᡝᠮᠪᡳ,,打开,to open
2178,tem,tɯm,tembi,ᡨᡝ᠋ᠮᠪᡳ,,"坐, 落户","to sit; to dwell, to live, to settle"
2179,temen,tɯmɯn,temen,ᡨᡝ᠋ᠮᡝᠨ,,骆驼,camel
2180,temsem,tɯmsɯm,temxembi,ᡨᡝ᠋ᠮᡧᡝᠮᠪᡳ,,争,to struggle for
2181,temsendum,tɯmsɯndum,temxendumbi,ᡨᡝ᠋ᠮᡧᡝᠨᡩᡠ᠋ᠮᠪᡳ,,互争,to struggle against each other
2182,temVet,tɯmɣɯt,temgetu,ᡨᡝ᠋ᠮᡤᡝᡨᡠ᠋,,证,"sign, mark, proof"
2183,temVetelm,tɯmɣɯtɯɹm,temgetulembi,ᡨᡝ᠋ᠮᡤᡝᡨᡠ᠋ᠯᡝᠮᠪᡳ,,证明,to prove
2184,ten,tɯn,ten ,ᡨᡝ᠋ᠨ,,极致的 ,"peak, extreme"
2185,teN sem,tɯŋ sɯm,teng seme,ᡨᡝ᠋ᠩ ᠰᡝᠮᡝ,,"坚毅状, 直挺状","(appearance of being firm, persistent, solid)"
2186,tendk,tɯndk,tenteke,ᡨᡝ᠋ᠨᡨᡝ᠋ᡴᡝ,,如此那般,"like that, in that manner"
2187,teni,tɯni,teni,ᡨᡝ᠋ᠨᡳ,,刚刚,just
2188,ter,tɯr,tere,ᡨᡝ᠋ᡵᡝ,,那个,that
2189,ter irVi,tɯr irɣi,tere ergi,ᡨᡝ᠋ᡵᡝ ᡝᡵᡤᡳ,,那一面,that side
2190,terci,tɯrtɕi,terci,ᡨᡝ᠋ᡵᠴᡳ,,往那里,in that direction
2191,terVi,tɯrɣi,tergi,ᡨᡝ᠋ᡵᡤᡳ,,"那面, 那侧",that side
2192,tes,tɯs,tese,ᡨᡝ᠋ᠰᡝ,,他们,(third person plural pronoun) they; those
2193,tesy,tɯsʲ,terci,ᡨᡝ᠋ᡵᠴᡳ,,往那里,in that direction
2194,tetendum,tɯtɯndum,tatandumbi,ᡨ᠋ᠠᡨ᠋ᠠᠨᡩᡠ᠋ᠮᠪᡳ,,拉,to pull
2195,teva,tɯva,tuba ,ᡨᡠ᠋ᠪᠠ,,那里,there
2196,tevelem,tɯvɯlɯm,tefulembi,ᡨᡝ᠋ᡶ᠋ᡠᠯᡝᠮᠪᡳ,,踩马镫,to rise on a stirrup
2197,tevem,tɯvɯm,tebumbi,ᡨᡝ᠋ᠪᡠᠮᠪᡳ,,栽,"(causative form of tem (=tembi)) to grow, to plant"
2198,teven,tɯvɯn,tefun,ᡨᡝ᠋ᡶ᠋ᡠᠨ,,马镫,stirrup
2199,tikecem,tikɯʈʂɯm,tukiyecembi,ᡨᡠ᠋ᡴᡳᠶᡝᠴᡝᠮᠪᡳ,,"赞扬, 抬, 举","to praise, to lift up"
2200,tikem,tikɯm,tukiyembi,ᡨᡠ᠋ᡴᡳᠶᡝᠮᠪᡳ,,"抬, 举","to lift up, to raise"
2201,tikem giserem,tikɯm ɡisɯrɯm,tukiyeme gisurembi,ᡨᡠ᠋ᡴᡳᠶᡝᠮᡝ ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,,敬赞,to speak respectfully toward
2202,tikex gev,tikɯx ɡɯv,tukiyehe gebu,ᡨᡠ᠋ᡴᡳᠶᡝᡥᡝ ᡤᡝᠪᡠ,,敬称,honorific title
2203,tikeXem,tikɯʂɯm,tukiyexembi,ᡨᡠ᠋ᡴᡳᠶᡝᡧᡝᠮᠪᡳ,,赞扬,to praise
2204,tilm,tiɹm,teliyembi,ᡨᡝ᠋ᠯᡳᠶᡝᠮᠪᡳ,,蒸,to steam
2205,tiNkelm,tiŋkɯɹm,hengkilembi,ᡥᡝᠩᡴᡳᠯᡝᠮᠪᡳ,,跪拜,to kowtow
2206,tirken,tirkɯn,terkin,ᡨᡝ᠋ᡵᡴᡳᠨ,,台阶,"staircase, steps, stairs"
2207,tis,tis,tise,ᡨ᠋ᡳ᠍ᠰᡝ,,元,money
2208,tivelk,tivɯɹk,tebeliyeku,ᡨᡝ᠋ᠪᡝᠯᡳᠶᡝᡴᡠ,,一怀,an armful
2209,tivelm,tivɯɹm,tebeliyembi,ᡨᡝ᠋ᠪᡝᠯᡳᠶᡝᠮᠪᡳ,,抱,"to hug, to embrace, to hold in the arms"
2210,todum,tɔdum,toodambi,ᡨ᠋ᠣᠣᡩ᠋ᠠᠮᠪᡳ,,赔偿,"to pay back, to compensate"
2211,tof ,tɔf,tob,ᡨ᠋ᠣᠪ,,正,"just, straight, upright"
2212,tofgya,tɔfɡʲa,tobgiya,ᡨ᠋ᠣᠪᡤᡳᠶᠠ,,膝盖,knee
2213,tofwhun,tɔfʷχun,tofohon,ᡨ᠋ᠣᡶ᠋ᠣᡥᠣᠨ,,十五,15 (fifteen)
2214,tohs,tɔχs,tokso,ᡨ᠋ᠣᡴᠰᠣ,,屯子,village
2215,tohtefx dursun,tɔχtɯfx dursun,toktobuha dursun,ᡨ᠋ᠣᡴᡨ᠋ᠣᠪᡠᡥᠠ ᡩ᠋ᡠ᠋ᡵᠰᡠᠨ,,规矩,"standards, customs"
2216,tohtum,tɔχtum,toktombi,ᡨ᠋ᠣᡴᡨ᠋ᠣᠮᠪᡳ,,定下,"to be decided, to be fixed"
2217,tolm,tɔɹm,tolombi,ᡨ᠋ᠣᠯᠣᠮᠪᡳ,,数,to count
2218,tom,tɔm,tome,ᡨ᠋ᠣᠮᡝ,,每,"every, each"
2219,toN,tɔŋ,tonggo,ᡨ᠋ᠣᠩᡤᠣ,,线,"thread, string"
2220,ton,tɔn,ton,ᡨ᠋ᠣᠨ,,数,number
2221,tondw,tɔndʷ,tondo,ᡨ᠋ᠣᠨᡩ᠋ᠣ,,"正, 耿直","straight, fair, honest"
2222,tono,tɔnɔ,tonio,ᡨ᠋ᠣᠨᡳᠣ,,陀螺,spinning top
